location,tweet
"Lincoln, Nebraska",UPDATE: Bill Moos and Ronnie Green confirm Nebraska explored bringing a nonconference opponent with strict COVID-19
"Lincoln, NE",UNHS student Jessie Lamp was recently featured in an article from ! Read more about her familys decis
"Lincoln, Nebraska",COVID-19 doesnt take holidays off. Check out these health guidelines to ensure a safe Halloween.
"Lincoln, Nebraska",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral
"Lincoln, NE","If you test positive for COVID-19, notify the university as soon as possible by emailing covid19.edu or texting"
"Lincoln, NE","Follow all COVID-19 related policies, guidelines, laws and orders issued by the county, city, state or other applic"
"Lincoln, NE",spoke with 's CXO on lessons learned during &amp; about how his organization plans to nav
"Lincoln, Nebraska",Apparently loss of appetite with Covid-19 isn't universal.
"Lincoln, NE","BREAKING: Well, that was quick. Nebraska had a nonconference opponent lined up to play in place of Wisconsin, which"
"Lincoln, NE",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral
"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds
"Lincoln, NE",Nebraska still playing victim with bizarre COVID-19 tweet from radio affiliate via
"Lincoln, NE",The CDC announced new COVID-19 definitions for what constitutes Close Contact. NPR has the scoop
"Lincoln, Nebraska",Here's our coverage from yesterday:&gt;&gt; Wisconsin cancels game: ; Sipple says le
"Lincoln, NE",ICYMI - The and Badgers is off. Full coverage Barry Alvarez and Paul Chryst respond:
"Lincoln, NE",The individuals were a woman in her s with underlying health conditions who had been hospitalized and a woman in
Land of Lincoln ,This is for Illinois. OMFG-ABOUT TIME! The highest risk is drinking/eating in a BAR!
"Lincoln, Nebraska",Nebraska Sees Highest Daily Average In Positive COVID-19 Cases
"Lincoln, NE",Have you gotten your flu shot yet?
"Lincoln, NE","I dont want anybody to go through what we as a family went through with ,"" Colleen Sebora said. ""Im sorr"
"Lincoln, Nebraska","These are the best graphics Ive seen on aerosol transmission of Covid-19: A room, a bar and a classroom: how the c"
Lincoln,"Covid-19: Nearly catching virus every day - study - BBC News20,000 or (because thats times mor"
"Lincoln, NE","Today, I got my th COVID-19 test. I chose of them (when traveling from to in April, when tra"
Lincoln,I was looking forward to new shows this fall...until I saw the previews. Why would they make shows about Covid-19?
"Lincoln, NE",Updated: See how social media users register their reactions to the presidential candidates Donald Trump and Joe Bi
"Lincoln, NE","""[the] affidavit, the group claims KC Mayor exhibited poor judgment &amp; inadequate leadership in Kansas Citys respon"
"Lincoln, NE","Look for the pattern. ""An effort to recall Mayor John Cooper launched Monday, when a group signaled it would begin"
"Lincoln, NE",It's amazing what this man is doing to help others fight COVID-19. Check out story
"Lincoln, NE","Covid-19 is a serious illness, but and I are going to be ok. Thanks for the text messages and casser"
"Lincoln, NE",Today Nebraska had the highest one-day increase in COVID-19 active hospitalizations yet. Neb
"Lincoln, NE","update: cases (+1,169 today) recovered; active total deaths7-day"
"Lincoln, NE","Bolz said health is important because if that suffers, the economy suffers. She said more focus needs to be put on"
"Lincoln, NE","The election is fast approaching and months into the pandemic, cases are skyrocketing. But, what effect does that"
"Lincoln, NE",A Lincoln man who spent days in the hospital recovering from COVID-19 is now donating plasma to help current and
"Lincoln, Nebraska","With positive cases, the Wisconsin football program is pausing activities, meaning it won't travel to take on th"
"Lincoln, NE",The pod will open Saturday at Metropolitan Community College's Fort Omaha Campus and will offer COVID-19 testing si
"Lincoln, NE","As a Nebraskan I hope he never comes here again spreading death, misinformation and covid by telling people lie"
"Lincoln, NE","Today, we presented with the Friend of Farm Bureau Award. Bacon earned the designation f"
"Lincoln, NE",The Nebraska-Wisconsin game will not be played. The Badgers made the decision themselves to curb a COVID-19 spike.
"Lincoln, NE",A previous (if short-lived) Big Ten schedule had built-in contingencies for games altered by COVID-19. This one doe
"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions."
"Lincoln, NE","To date, Lancaster County residents have died from the coronavirus."
"Lincoln, Nebraska","Two COVID-19 Deaths Wednesday, New Cases Confirmed In Lancaster County"
"Lincoln, Nebraska, USA",Has Two More Deaths From COVID-19: reports lab-confirmed cases of COVID-19 i
"Lincoln, Nebraska",TWO MORE COVID DEATHS:Lancaster County's COVID-19 death total is up to after the local health department report
University of Nebraska-Lincoln,"Sat. on the radio, I shared how proud we are of our Cornhusker Commitment. Lets stay strong &amp; committed! COVID-19"
"Lincoln, Nebraska",One of the COVID-19 deaths reported today was a woman in her s with underlying health conditions. That is th
"Lincoln, NE",Lancaster County health officials reported two additional COVID-19 deaths on Wednesday.
"Lincoln, NE",The process for determining Big Ten division champions and title game participants is complicated by COVID-19. Here
"Lincoln, Nebraska",more COVID-19 cases in today and more deaths. That brings the death toll this month to . There were
Lincoln NE,Hey wanna tell me again how you saved Big football and have defeated Covid ? F****** idiot.
Lincoln ,"people have died with COVID-19, But how many of them have actually died of COVID-19?"
"Lincoln, NE",The takes in this thread are brutally stupid and should likely be screenshotted should N
"Lincoln, Nebraska",Wisconsin AD Barry Alvarez on why Wisconsin paused football:
"Lincoln, NE","Student featured in 's newsletter: ""Im a Young Climate Activist In Nebraska. Heres What Covid"
"Lincoln, Nebraska","""Bill (Moos) was very professional and understanding.""Hear from Barry Alvarez on what led to the decision for Wis"
"Lincoln, America",Its not leadership its COVID-19.
"Lincoln, Nebraska",BOSTON MARATHON POSTPONEDOnce again the world's oldest annual marathon will be changing up the race due to coronav
"Lincoln, Nebraska",Nebraska received international coverage from this month for leading the nation in COVID-19 infections within
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """
"Lincoln, Nebraska",The process for determining Big Ten division champions and title game participants is complicated by COVID-19
"Lincoln, Nebraska",announces plans to deploy a drive-through COVID-19 testing pod at Metropolitan Community College's Fort Oma
"Lincoln, Nebraska","Alvarez said Badgers are in ""Orange/Red"" category with B1G testing. Going back to our textbooks, here's Orange/Red:"
"Lincoln, NE",This is a bigger deal than people may think. This means no signs of covid-19 spreading from sideline to sideline.
"Lincoln, Nebraska","If you're feeling too festive to be cooped up during the season, check out these masked-up, COVID-19"
"Lincoln, NE",Fortenberry calls for on-site rapid COVID-19 testing
"Lincoln, NE",if only this could have been predicted! via
"Lincoln, NE","""We're not out of the woods yet, but there are reasons to be optimistic,"" the st District congressman says."
"Lincoln, Nebraska","To ensure nationwide readiness for the vaccine, the asked each state to submit a plan for administ"
"Lincoln, NE","The decision to cancel was made by Wisconsin AD Barry Alvarez and school chancellor Rebecca Blank ""in consultation"
"Lincoln, Nebraska",Congressional Candidate Bolz Tests Positive For COVID-19
"Lincoln, NE",Good luck to all those taking boards at this time! But don't miss out on the next step... finding a job! Tune in fo
"Lincoln, Nebraska",Huskers-Badgers canceled due to COVID-19 issues at UW
"Lincoln, NE",We will continue to update our story as the day goes on.
"Lincoln, NE",I think it's BS that can just cancel this weekends game due to the COVID-1
"Lincoln, NE","Will be updating throughout the day as we (probably) hear from the side, too, but here's what we know so f"
"Lincoln, NE","Scott Frost now -for-3 in home openers as the head coach. The last time it happened? Sept. , vs."
"Lincoln, NE",The thresholds and some information on the gray area is in our story. There are variances campus to campu
"Lincoln, Nebraska","In the fourth installment of her COVID-19 series, explores how UNL's student organizations"
"Lincoln, Nebraska","ICYMI: At least associated with the Wisconsin football team, including coach Paul Chryst, have tested positive f"
"Lincoln, Nebraska, USA",Saturday's vs game officially cancelled
"Lincoln, NE",It's official - vs game cancelled.
"Lincoln, NE",It's official vs game cancelled
"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ"
"Lincoln, Nebraska",BREAKING: home opener has been canceled due to a COVID-19 outbreak in the program.
Lincoln,"No Nebraska/Wisconsin football game this Saturday, due to COVID-19."
"Lincoln, NE",Wisconsin football team has to cancel Big game due to oubreak:
"Lincoln, NE",meanwhile
"Lincoln, Ne",lacks responsibility and accountability on handling covid .
"Lincoln, Nebraska",Here's the full article.
"Lincoln, NE",Hopping in right now to discuss.
"Lincoln, NE","No. Thebscience is all over the place, but SARS-CoV basically disappeared, so it's a reasonable hope that"
"Lincoln, NE","The majority of SARS-CoV-2 virus lives in your nose. If you're a masker, GET ONE THAT FITS and that you dont have t"
Land of Lincoln ,"By the Covid-19 Infections Skyrocket, House Report Slams Trump's"
"Lincoln, Nebraska",Happy Halloween with WAFFLES from for breakfast!!! So fun catching up with Steve Pearson too.
Lincoln,Well time to start stockpiling toilet roll again!! BBC News - Covid-19: PM set to announce month-long England lo
"Lincoln, NE","The major players in Washingtons COVID-19 relief blame game lobbed familiar volleys on Thursday, marking time in t"
"Lincoln, Nebraska",So protocols can be adjusted if they are to Wisconsins benefit?
"Lincoln, Nebraska",Covid-19 is not the flu.
"Lincoln, NE",If this nation re-elects a criminal who has turned Covid-19 deaths into a stump speech trope/j
"Lincoln, NE",We had more COVID-19 cases diagnosed in the US yesterday than Chinas cumulative cases since December .
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f
"Lincoln, Nebraska","I have family voting emphatically for Trump. That means they are voting against close family that are LGBT, and vot"
"Lincoln, NE",it wasnt hard to find at all
"Lincoln, Nebraska","Even with new treatments, hospital beds are filling up."
"Lincoln, NE",CYBL Covid-19 Guidelines and Protocols
Lincoln,yes because you only see the death rate of covid . nobody actually ever shows you the
"Lincoln, NE","Well jada, the Halloween is now covid and we don't want to get sick for people and idk?"
"Lincoln, Nebraska, USA","Lincoln Southeast hadn't played a football game since Oct. , after their game with Gretna Oct. was cancelled du"
"Lincoln, NE",The suggestion that doctorsin the midst of a public health crisisare overcounting COVID-19 patients or lying to
"Lincoln, NE","COVID-19: For the fourth day in a row, Nebraska set a record for hospitalizations. Since October , COVID-19 hospit"
"Lincoln, NE","update: New cases today: -day average new cases: , record high Active hospitaliza"
"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of at its hospitals this month
"Lincoln, Nebraska",Liem warming up in her brand new .shirettes letter jacket for the High School Football Playoffs: LSE vs. Columb
"Lincoln, NE","""Urgent action is needed,"" the st District Democratic congressional nominee says. ""Partisanship should not stand i"
"Lincoln, NE",FFN Digest: adds early childhood to website marketing state to new resident
"Lincoln, NE",Bolz urges new COVID-19 relief package
"Lincoln, NE","From phone calls with Kevin Warren and Barry Alvarez to COVID-19 testing in Chattanooga, AD Bill Moos talk"
"Lincoln, NE","A new Directed Health Measure will take effect in on Nov. , with the purpose of moving the risk dial in the o"
"Lincoln, NE","Approaching red.Our choices have an impact, and that impact can be for better or for worse. Lets dig deep and do"
"Lincoln, Nebraska, USA",COVID-19 Risk Dial Remains in Elevated Orange:
"Lincoln, NE",The trophy probably has COVID-19
"Lincoln, NE","But local officials say the county is ""on the verge"" of moving into the red range if conditions don't improve, as h"
"Lincoln, NE",Hemingford Public Schools in Western Nebraska issued a mask mandate this week after students were quarantined. T
"Lincoln, Nebraska",Lancaster County COVID-19 Risk Dial Remains In Elevated High Risk Orange
"Lincoln, NE",Regeneron Pharmaceuticals Inc. said Friday that independent monitors had recommended placing on hold enrollment of
"Lincoln, NE",A thread honoring the young people who have died from COVID-19.
"Lincoln, Nebraska","UHC Test Registry Announcement: In response to the COVID-19 public health emergency, implementation of the Laborato"
"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to ,"
"Lincoln, Nebraska",COVID-19 Test Results: NEGATIVE!!! Thank you for randomly selecting me for the Mitigation Testing.
"Lincoln, Nebraska",Heres how the students of UNL feel about Halloween: Pandemic edition.
"Lincoln, Nebraska","COVID-19 patients in hospitals today, most ever. of those are from Lancaster County. October average is"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, NE","The COVID-19 Risk Dial for Lincoln and Lancaster County remains the same this week - in the Orange ""High Risk"" cate"
"Lincoln, NE",LIVE at :30 p.m.: Lincoln officials discuss the city's COVID-19 response.
"Lincoln, Nebraska",new COVID-19 cases today in . No new deaths for the second day in a row (that's good news). Positivity rate
"Lincoln, Nebraska",COVID-19 has taken down another downtown restaurant:
"Lincoln, NE",Here's a couple more statsne of every Nebraskans has had COVID-19 so far.Compared to top causes of death in
"Lincoln, NE",The district is not aware that he had any close contact with another person who had COVID-19 at the school.
"Lincoln, NE","Goodness, it truly appears to be a real article written by a human. When I first saw the word salad this morning, I"
"Lincoln, Nebraska, USA",Bryan Health enters Phase One surge plan. -KFOR News
"Lincoln, NE","From NSEA President Jenni Benson: ""This is a difficult time. The virus is unrelenting... I believe that we cannot g"
"Lincoln, NE","With flu season just around the corner, the Centers for Disease Control wants you to know the differences between i"
"Lincoln, Nebraska","Terry Sebora, emeriti management faculty member, makes his experience matter for others."
"Lincoln, Nebraska",It's hard to socially distance at the strip club:
"Lincoln, NE","For important information and updates on U.S. Department of Education-owned loans, check in on"
"Lincoln, Nebraska ","All right - here's the line for today's Covid-19 Spread Dial - who ya got? No Movement , Lower into Orange"
"Lincoln, NE",Bryan Health has entered phase one of its surge plan as hospitalizations due to COVID-19 continue to rise.
"Lincoln, NE",Sports betting is % more likely than covid to infect males between the ages of and
"Lincoln, NE","How has affected companies and what are their plans to reopen and re-engage their workforce? In this post,"
"Lincoln, NE","Good morning, I just noticed this. Federally held loans have been automatically postponed due to C"
"Lincoln, Nebraska",Have you voted in the Poll of the Day? Will the Big change their COVID-19 prot
"Lincoln, Nebraska",COVID-19 hospitalizations have increased rapidly this month in . Here's how yesterday's record total of
"Lincoln, NE","""I was really writing about the patients, and that was something that typically had not been done in the history of"
"Ashby Avenue, Lincoln ",GAME OFFSaturdays game for the Development Squad is unfortunately postponed due to Covid-19 restrictions wi
"Lincoln, NE","Lancaster County recorded new COVID-19 cases on Thursday, the highest daily case count so far (see below). Ther"
"Lincoln, NE","Hayes County (southwest) was the last in Nebraska to confirm case of COVID-19, and one of the last six counties in"
"Lincoln, NE","And when you donate, you get a free antibody test for Covid-19."
"Lincoln, NE","See a variety of our samplers at work in Sacramento, helping test wastewater for COVID-19."
"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season.
"Lincoln, NE","Grain prices finished lower due to negative outside market influences, Covid-19 concerns, and uncertainty regarding"
"Lincoln, NE","update: cases (+1,605 yesterday, highest one-day total yet)7-day average: new cases"
"Lincoln, Nebraska, USA",Solid reporting: Internal Documents Reveal COVID-19 Hospitalization Data The Government Keeps Hidden
"Lincoln, NE",Who needs PPE? The White House just announced this as one the administration's science an
LINCOLN,Ive put so many COVID-19 test sites in to Nottingham (as well as surrounding areas) over the las
"Lincoln, Nebraska",Tennessee-Chattanooga's entire team tested negative for COVID-19 using PCR tests. The team's trucks were loaded and
"Lincoln, Nebraska",Kirsten Bernthal Booth would have been in Kansas City instead of at her daughter's postseason volleyball match for
"Lincoln, NE",Love how lets a Wisconsin alum publish an unwarranted bash of Nebraska when Nebraska stands up for th
"Lincoln, NE","""This type of blatant disregard for the wellbeing of others is not only extremely disappointing, it will not be tol"
Lincoln,You must book a session via the Lincoln SU Tennis section. Please DO NOT attend any session if you are self-iso
"Lincoln, NE","According to Nebraska's DHHS website, people died in , the most r"
"Lincoln, NE",Hospitalizations and deaths are up. This is real and it has come to our community. We haven't made any progress i
"Lincoln, NE",The community total is . The number of deaths in the community remains at is the highest number of
"Lincoln, NE",Thats because it is a BS argument. Yes you may have those underlying conditions. But what caused y
"Lincoln, NE","I live in Lincoln, which is about miles from Omaha, and I know we will see a spike in COVID-19 cases ar"
"Lincoln, Nebraska",Covid-19 is the third leading cause of death in the US right now.
"Lincoln, Nebraska",The most interesting Covid-19 information I have seen in months. Finny from Eventide is brilliant. I highly recom
"Lincoln, Nebraska",NEW - Clemson QB Trevor Lawrence has tested positive for COVID-19.
"Lincoln, NE",Lets talk COVID-19 Trump/Trumpists: ..... well China ....Lets look at facts:Jan. You said it wasnt a problem
"Lincoln, NE",More than new coronavirus cases today; U.S. total tops million; an American gets the virus every secon
"Lincoln, Nebraska",University leaders introduce pods at COVID-19 testing sites to shield healthcare workers from winter weather.
"Lincoln, NE",Wisconsin with three more COVID-19 cases.
"Lincoln, NE",Three additional confirmed COVID-19 cases for UW.
"Lincoln, NE","Virus updates: WHO's European director said, hospitalizations have risen to levels unseen since the spring and th"
"Lincoln, NE",More than % of people hospitalized for the disease this month are or older.
"Lincoln, Nebraska",Lab Confirmed COVID-19 Cases Thursday In Lancaster County
"Lincoln, Nebraska",Enjoyed lunch from with Talley in my office.
"Lincoln, Nebraska, USA","lab-confirmed cases of COVID-19 have been reported in Lancaster County today, bringing the community total to"
"Lincoln, NE",Local health officials announced new cases of COVID-19 in Lancaster County on Thursday.
"Lincoln, Nebraska",new COVID-19 cases in today. Hospitalizations up to with people on ventilators. Test positivity is b
"Lincoln, NE","COVID-19 has infected my grandmother, my aunt, and now my mother. If it hasnt reached your loved ones yet, conside"
Lincoln,Because it makes a change from taking about Covid
"Lincoln, NE","We waited an extra day for the mailbag, because we figured thered be some questions.SO. The HV staff is bac"
"Lincoln, NE","Taiwan hit days without any domestically transmitted cases of COVID-19, highlighting its continued success at k"
"Lincoln, NE","slogan if he wins:""The only thing we have to fear is COVID-19. RED ALERT! Get in your basements, but wi"
"Lincoln, NE",Med will open a testing site at the shopping center at th Street and Leighton Avenue by the end of next week.
"Lincoln, NE",ANNOUNCEMENT/REMINDER: Rosters have been set for Session I of the Indoor VSL. We will not be adding anymore Players
"Lincoln, Nebraska",Cases of COVID-19 in Nebraska have increased by more than % since mid-October and the spread is impacting rural h
Lincoln,New Covid guide for venerable. Nothing new i can see. The biggest issue on chat forums is HR &amp; Staffing issues? Ie
"Lincoln, Nebraska",UPDATE: Bill Moos and Ronnie Green confirm Nebraska explored bringing a nonconference opponent with strict COVID-19
"Lincoln, NE",UNHS student Jessie Lamp was recently featured in an article from ! Read more about her familys decis
"Lincoln, Nebraska",COVID-19 doesnt take holidays off. Check out these health guidelines to ensure a safe Halloween.
"Lincoln, Nebraska",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral
"Lincoln, NE","If you test positive for COVID-19, notify the university as soon as possible by emailing covid19.edu or texting"
"Lincoln, NE","Follow all COVID-19 related policies, guidelines, laws and orders issued by the county, city, state or other applic"
"Lincoln, NE",spoke with 's CXO on lessons learned during &amp; about how his organization plans to nav
"Lincoln, Nebraska",Apparently loss of appetite with Covid-19 isn't universal.
"Lincoln, NE","BREAKING: Well, that was quick. Nebraska had a nonconference opponent lined up to play in place of Wisconsin, which"
"Lincoln, NE",Hot off the press! This research article by Yan Lu et al. explores the use of chicken immunoglobulin Y as a neutral
"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds
"Lincoln, NE",Nebraska still playing victim with bizarre COVID-19 tweet from radio affiliate via
"Lincoln, NE",The CDC announced new COVID-19 definitions for what constitutes Close Contact. NPR has the scoop
"Lincoln, Nebraska",Here's our coverage from yesterday:&gt;&gt; Wisconsin cancels game: ; Sipple says le
"Lincoln, NE",ICYMI - The and Badgers is off. Full coverage Barry Alvarez and Paul Chryst respond:
"Lincoln, NE",The individuals were a woman in her s with underlying health conditions who had been hospitalized and a woman in
Land of Lincoln ,This is for Illinois. OMFG-ABOUT TIME! The highest risk is drinking/eating in a BAR!
"Lincoln, Nebraska",Nebraska Sees Highest Daily Average In Positive COVID-19 Cases
"Lincoln, NE",Have you gotten your flu shot yet?
"Lincoln, NE","I dont want anybody to go through what we as a family went through with ,"" Colleen Sebora said. ""Im sorr"
"Lincoln, Nebraska","These are the best graphics Ive seen on aerosol transmission of Covid-19: A room, a bar and a classroom: how the c"
Lincoln,"Covid-19: Nearly catching virus every day - study - BBC News20,000 or (because thats times mor"
"Lincoln, NE","Today, I got my th COVID-19 test. I chose of them (when traveling from to in April, when tra"
Lincoln,I was looking forward to new shows this fall...until I saw the previews. Why would they make shows about Covid-19?
"Lincoln, NE",Updated: See how social media users register their reactions to the presidential candidates Donald Trump and Joe Bi
"Lincoln, NE","""[the] affidavit, the group claims KC Mayor exhibited poor judgment &amp; inadequate leadership in Kansas Citys respon"
"Lincoln, NE","Look for the pattern. ""An effort to recall Mayor John Cooper launched Monday, when a group signaled it would begin"
"Lincoln, NE",It's amazing what this man is doing to help others fight COVID-19. Check out story
"Lincoln, NE","Covid-19 is a serious illness, but and I are going to be ok. Thanks for the text messages and casser"
"Lincoln, NE",Today Nebraska had the highest one-day increase in COVID-19 active hospitalizations yet. Neb
"Lincoln, NE","update: cases (+1,169 today) recovered; active total deaths7-day"
"Lincoln, NE","Bolz said health is important because if that suffers, the economy suffers. She said more focus needs to be put on"
"Lincoln, NE","The election is fast approaching and months into the pandemic, cases are skyrocketing. But, what effect does that"
"Lincoln, NE",A Lincoln man who spent days in the hospital recovering from COVID-19 is now donating plasma to help current and
"Lincoln, Nebraska","With positive cases, the Wisconsin football program is pausing activities, meaning it won't travel to take on th"
"Lincoln, NE",The pod will open Saturday at Metropolitan Community College's Fort Omaha Campus and will offer COVID-19 testing si
"Lincoln, NE","As a Nebraskan I hope he never comes here again spreading death, misinformation and covid by telling people lie"
"Lincoln, NE","Today, we presented with the Friend of Farm Bureau Award. Bacon earned the designation f"
"Lincoln, NE",The Nebraska-Wisconsin game will not be played. The Badgers made the decision themselves to curb a COVID-19 spike.
"Lincoln, NE",A previous (if short-lived) Big Ten schedule had built-in contingencies for games altered by COVID-19. This one doe
"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions."
"Lincoln, NE","To date, Lancaster County residents have died from the coronavirus."
"Lincoln, Nebraska","Two COVID-19 Deaths Wednesday, New Cases Confirmed In Lancaster County"
"Lincoln, Nebraska, USA",Has Two More Deaths From COVID-19: reports lab-confirmed cases of COVID-19 i
"Lincoln, Nebraska",TWO MORE COVID DEATHS:Lancaster County's COVID-19 death total is up to after the local health department report
University of Nebraska-Lincoln,"Sat. on the radio, I shared how proud we are of our Cornhusker Commitment. Lets stay strong &amp; committed! COVID-19"
"Lincoln, Nebraska",One of the COVID-19 deaths reported today was a woman in her s with underlying health conditions. That is th
"Lincoln, NE",Lancaster County health officials reported two additional COVID-19 deaths on Wednesday.
"Lincoln, NE",The process for determining Big Ten division champions and title game participants is complicated by COVID-19. Here
"Lincoln, Nebraska",more COVID-19 cases in today and more deaths. That brings the death toll this month to . There were
Lincoln NE,Hey wanna tell me again how you saved Big football and have defeated Covid ? F****** idiot.
Lincoln ,"people have died with COVID-19, But how many of them have actually died of COVID-19?"
"Lincoln, NE",The takes in this thread are brutally stupid and should likely be screenshotted should N
"Lincoln, Nebraska",Wisconsin AD Barry Alvarez on why Wisconsin paused football:
"Lincoln, NE","Student featured in 's newsletter: ""Im a Young Climate Activist In Nebraska. Heres What Covid"
"Lincoln, Nebraska","""Bill (Moos) was very professional and understanding.""Hear from Barry Alvarez on what led to the decision for Wis"
"Lincoln, America",Its not leadership its COVID-19.
"Lincoln, Nebraska",BOSTON MARATHON POSTPONEDOnce again the world's oldest annual marathon will be changing up the race due to coronav
"Lincoln, Nebraska",Nebraska received international coverage from this month for leading the nation in COVID-19 infections within
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free -minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, """
"Lincoln, Nebraska",The process for determining Big Ten division champions and title game participants is complicated by COVID-19
"Lincoln, Nebraska",announces plans to deploy a drive-through COVID-19 testing pod at Metropolitan Community College's Fort Oma
"Lincoln, Nebraska","Alvarez said Badgers are in ""Orange/Red"" category with B1G testing. Going back to our textbooks, here's Orange/Red:"
"Lincoln, NE",This is a bigger deal than people may think. This means no signs of covid-19 spreading from sideline to sideline.
"Lincoln, Nebraska","If you're feeling too festive to be cooped up during the season, check out these masked-up, COVID-19"
"Lincoln, NE",Fortenberry calls for on-site rapid COVID-19 testing
"Lincoln, NE",if only this could have been predicted! via
"Lincoln, NE","""We're not out of the woods yet, but there are reasons to be optimistic,"" the st District congressman says."
"Lincoln, Nebraska","To ensure nationwide readiness for the vaccine, the asked each state to submit a plan for administ"
"Lincoln, NE","The decision to cancel was made by Wisconsin AD Barry Alvarez and school chancellor Rebecca Blank ""in consultation"
"Lincoln, Nebraska",Congressional Candidate Bolz Tests Positive For COVID-19
"Lincoln, NE",Good luck to all those taking boards at this time! But don't miss out on the next step... finding a job! Tune in fo
"Lincoln, Nebraska",Huskers-Badgers canceled due to COVID-19 issues at UW
"Lincoln, NE",We will continue to update our story as the day goes on.
"Lincoln, NE",I think it's BS that can just cancel this weekends game due to the COVID-1
"Lincoln, NE","Will be updating throughout the day as we (probably) hear from the side, too, but here's what we know so f"
"Lincoln, NE","Scott Frost now -for-3 in home openers as the head coach. The last time it happened? Sept. , vs."
"Lincoln, NE",The thresholds and some information on the gray area is in our story. There are variances campus to campu
"Lincoln, Nebraska","In the fourth installment of her COVID-19 series, explores how UNL's student organizations"
"Lincoln, Nebraska","ICYMI: At least associated with the Wisconsin football team, including coach Paul Chryst, have tested positive f"
"Lincoln, Nebraska, USA",Saturday's vs game officially cancelled
"Lincoln, NE",It's official - vs game cancelled.
"Lincoln, NE",It's official vs game cancelled
"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ"
"Lincoln, Nebraska",BREAKING: home opener has been canceled due to a COVID-19 outbreak in the program.
Lincoln,"No Nebraska/Wisconsin football game this Saturday, due to COVID-19."
"Lincoln, NE",Wisconsin football team has to cancel Big game due to oubreak:
"Lincoln, NE",meanwhile
"Lincoln, Ne",lacks responsibility and accountability on handling covid .
"Lincoln, Nebraska",Here's the full article.
"Lincoln, NE",Hopping in right now to discuss.
"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:
"Lincoln, Nebraska",Source for my stats is the teen run COVID stat site ().
"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:
"Lincoln, NE","HobbyTown, Toys From the Past both see double-digit increases in sales of items such as puzzles, board games and re"
"Lincoln, NE",So you're saying without a pandemic Biden would be drawing cheering crowds of k ppl and car parades
Land of Lincoln ,"By the Covid-19 Infections Skyrocket, House Report Slams Trump's"
Lincoln,&gt;tfw your government cant organise a press conference let alone a pandemic response
"Lincoln, NE","See how business owners around the U.S. are using the pandemic to get creative for Halloween, follow what happens t"
"Land of Lincoln, USA","Totally. We would be in same situation if not worse under any other President. FDA, CDC failed him"
"Lincoln, NE","Oh, I get it. Im in the real world here. The restaurant has be"
"Lincoln, NE",Although I appreciate a shoutout from one of my favorite entert
"Lincoln, NE",It is not divisive to point out that some people take the pandemic seriously and some don't; the division is alread
"Lincoln, NE",It is not divisive to point out that some people take the pandemic seriously and some do
"lincoln, nebraska","this is the first halloween i wont be dressing up or going out. if you guys are, stay smart, be safe, and remember"
"Lincoln, NE","The Trump economy is an entire nation struggling to make ends meet in a pandemic he did nothing about, meanwhile th"
"Lincoln, Nebraska","Nebraska picked up a commit yesterday.Chris Kolarevic hasn't been playing football, the pandemic halting most FCS"
"Lincoln, NE",How do you celebrate Halloween in Nebraska during a pandemic? Easy. You fly to Florida.
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f
"lincoln, ne",As of now American citizens are dead because of Trumps lack of empathy and did nothin
"Lincoln, NE",Were winning!! Month seven of the pandemic...my god someone make it stop. I need to go back to normal.
Lincoln,One way of sorting this pandemic out would be for the WHO to put the criteria for a pandemic back to where it origi
"Lincoln, Nebraska",Trump never put the health of Americans first. Trump knew about the pandemic in January and withheld that
"Lincoln, NE",Halloween is cancelled this year bc of the pandemic. The real reason to celebrate is we gain an hour of sleep!!!!
"Lincoln, NE",So excited to finally be playing Pandemic Season !!
