location,tweet
"Lincoln, NE",A Lincoln man who spent 41 days in the hospital recovering from COVID-19 is now donating plasma to help current and… https://t.co/ulblv8WwDY
"Lincoln, Nebraska","With 12 positive cases, the Wisconsin football program is pausing activities, meaning it won't travel to take on th… https://t.co/iGdeQmN7XR"
"Lincoln, NE",The pod will open Saturday at Metropolitan Community College's Fort Omaha Campus and will offer COVID-19 testing si… https://t.co/0dXdsxD4ic
"Lincoln, NE","As a Nebraskan I hope he never comes here again spreading  death, misinformation and covid 19 by telling people lie… https://t.co/9gAR2ICOBL"
"Lincoln, NE","Today, we presented @RepDonBacon with the @FarmBureau “Friend of Farm Bureau” Award. Bacon earned the designation f… https://t.co/XEHpBSwQnw"
"Lincoln, NE",The Nebraska-Wisconsin game will not be played. The Badgers made the decision themselves to curb a COVID-19 spike.… https://t.co/9CaNSqZtW3
"Lincoln, NE",A previous (if short-lived) Big Ten schedule had built-in contingencies for games altered by COVID-19. This one doe… https://t.co/QIIrKYGDlg
"Lincoln, NE","COVID-19 continues to impact higher education, but we are optimistic about the future for all of our institutions.… https://t.co/8lJZ8I5RF9"
"Lincoln, NE","To date, 45 Lancaster County residents have died from the coronavirus. https://t.co/oRs6iN0Sb7"
"Lincoln, Nebraska","Two COVID-19 Deaths Wednesday, 92 New Cases Confirmed In Lancaster County https://t.co/8q06ta8HKc"
"Lincoln, Nebraska, USA","#LNK Has Two More Deaths From COVID-19: https://t.co/sEM5hiT2qM

LLCHD reports 92 lab-confirmed cases of COVID-19 i… https://t.co/fyYmlYfrbY"
"Lincoln, Nebraska","TWO MORE COVID DEATHS:
Lancaster County's COVID-19 death total is up to 45 after the local health department report… https://t.co/Cfy8xhOgIE"
University of Nebraska-Lincoln,"Sat. on the radio, I shared how proud we are of our Cornhusker Commitment. Let’s stay strong &amp; committed! COVID-19… https://t.co/qodYl4EAcc"
"Lincoln, Nebraska",One of the #LNK COVID-19 deaths reported today was a woman in her 30s with underlying health conditions. That is th… https://t.co/3gLJBL4MAk
"Lincoln, NE",Lancaster County health officials reported two additional COVID-19 deaths on Wednesday. https://t.co/IJhvqXV0vM
"Lincoln, NE",The process for determining Big Ten division champions and title game participants is complicated by COVID-19. Here… https://t.co/njfaI8oiYK
"Lincoln, Nebraska",90 more COVID-19 cases in #LNK today and 2 more deaths. That brings the death toll this month to 21. There were 24… https://t.co/5pQ6eZJAoZ
Lincoln NE,Hey @realDonaldTrump wanna tell me again how you saved Big 10 football and have defeated Covid 19? F****** idiot. https://t.co/v6pgQg4hHB
Lincoln ,"@piersmorgan 45,365 people have died with COVID-19, But how many of them have actually died of COVID-19?"
"Lincoln, NE",@paul_dalen @Chaz_in_Socal The takes in this thread are brutally stupid and should likely be screenshotted should N… https://t.co/ttQrZLXGHn
"Lincoln, Nebraska","Wisconsin AD Barry Alvarez on why Wisconsin paused football: 

https://t.co/Nw6zMP32qf"
"Lincoln, NE","Student @ailag4 featured in @katiecouric's newsletter: ""I’m a Young Climate Activist In Nebraska. Here’s What Covid… https://t.co/koFZB3ZXYK"
"Lincoln, Nebraska","""Bill (Moos) was very professional and understanding.""

Hear from Barry Alvarez on what led to the decision for Wis… https://t.co/ywoniCXKvh"
"Lincoln, America",@Chaz_in_Socal It’s not leadership it’s COVID-19.
"Lincoln, Nebraska","BOSTON MARATHON POSTPONED
Once again the world's oldest annual marathon will be changing up the race due to coronav… https://t.co/vEDxtWpx2j"
"Lincoln, Nebraska",Nebraska received international coverage from @BBC this month for leading the nation in COVID-19 infections within… https://t.co/6LnoR52ibN
"Lincoln, Nebraska","Join Dark Intelligence Group tomorrow for a free 30-minute interactive COVID-19 STAT INTELLIGENCE BRIEFINGS call, ""… https://t.co/k4SVtxZ9t2"
"Lincoln, Nebraska",The process for determining Big Ten division champions and title game participants is complicated by COVID-19… https://t.co/qYIyFoG9VM
"Lincoln, Nebraska",@NEDHHS announces plans to deploy a drive-through COVID-19 testing pod at Metropolitan Community College's Fort Oma… https://t.co/LZkGpHa9s4
"Lincoln, Nebraska","Alvarez said Badgers are in ""Orange/Red"" category with B1G testing. Going back to our textbooks, here's Orange/Red:… https://t.co/LrQQxhyOw1"
"Lincoln, NE","This is a bigger deal than people may think. 

This means no signs of covid-19 spreading from sideline to sideline.… https://t.co/wNuH1FrE6A"
"Lincoln, Nebraska","If you're feeling too festive to be cooped up during the #Halloween2020 season, check out these masked-up, COVID-19… https://t.co/FEiF8vjAwp"
"Lincoln, NE",Fortenberry calls for on-site rapid COVID-19 testing https://t.co/gi9HlgszOu
"Lincoln, NE",if only this could have been predicted! https://t.co/b2mAPZ7J8v via @JournalStarNews
"Lincoln, NE","""We're not out of the woods yet, but there are reasons to be optimistic,"" the 1st District congressman says. https://t.co/rox3AtzwwN"
"Lincoln, Nebraska","To ensure nationwide readiness for the #COVID19 vaccine, the @CDCgov asked each state to submit a plan for administ… https://t.co/rU1EsqkWJR"
"Lincoln, NE","The decision to cancel was made by Wisconsin AD Barry Alvarez and school chancellor Rebecca Blank ""in consultation… https://t.co/zwBZa23Q9V"
"Lincoln, Nebraska",Congressional Candidate Bolz Tests Positive For COVID-19 https://t.co/jjJiUGEcSw
"Lincoln, NE",Good luck to all those taking boards at this time! But don't miss out on the next step... finding a job! Tune in fo… https://t.co/fzdBN7F38L
"Lincoln, Nebraska",Huskers-Badgers canceled due to COVID-19 issues at UW https://t.co/vQpzaxPNPW #Huskers
"Lincoln, NE",We will continue to update our story as the day goes on. https://t.co/9CtDmjO0OD
"Lincoln, NE",@HuskerFBNation @Huskers I think it's BS that @BadgerFootball can just cancel this weekends game due to the COVID-1… https://t.co/27Ly2Z4HRW
"Lincoln, NE","Will be updating throughout the day as we (probably) hear from the #Huskers side, too, but here's what we know so f… https://t.co/kZIIbMTju4"
"Lincoln, NE","Scott Frost now 1-for-3 in home openers as the #Huskers head coach. 

The last time it happened? Sept. 1, 2018 vs.… https://t.co/7dQ9VqzkLv"
"Lincoln, NE",@TheRySky The thresholds and some information on the gray area is in our story. There are variances campus to campu… https://t.co/AMV0sYr1Da
"Lincoln, Nebraska","In the fourth installment of her @UNLincoln COVID-19 series, @andyflygirl explores how UNL's student organizations… https://t.co/USmpB04dQa"
"Lincoln, Nebraska","ICYMI: At least 12 associated with the Wisconsin football team, including coach Paul Chryst, have tested positive f… https://t.co/J1qS4suHrA"
"Lincoln, Nebraska, USA","Saturday's #Nebraska vs #Wisconsin game officially cancelled 👇
https://t.co/SWVrR39BI1"
"Lincoln, NE","It's official - #Nebraska vs #Wisconsin game cancelled.
https://t.co/damIqymqs3"
"Lincoln, NE","It's official 😪 #Nebraska vs #Wisconsin game cancelled 
https://t.co/qtsAXxgqL6"
"Lincoln, NE","As employers continue to navigate the COVID-19 pandemic, OSHA has released new guidelines to clarify reporting requ… https://t.co/eXBnkAOcSy"
"Lincoln, Nebraska","BREAKING: @HuskerFBNation home opener has been canceled due to a COVID-19 outbreak in the @BadgerFootball program. 
https://t.co/FtW84D4uYZ"
Lincoln,"No Nebraska/Wisconsin football game this Saturday, due to COVID-19.  https://t.co/cKUC9WW0Yd"
"Lincoln, NE",@PeteButtigieg Wisconsin football team has to cancel Big 10 game due to oubreak: https://t.co/yhjqLl4Ybw
"Lincoln, NE",@EricTopol @GeorgeTakei meanwhile https://t.co/yhjqLl4Ybw
"Lincoln, Ne",@KevinFWarren lacks responsibility and accountability on handling covid 19. https://t.co/ZFJkWX0uoD
"Lincoln, Nebraska","Here's the full article.

https://t.co/iYsGI7qiEJ"
"Lincoln, NE","Hopping in @Channel8ABC right now to discuss. 

https://t.co/SwBUuTcRum"
"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:… https://t.co/gY66SGiYS1
"Lincoln, Nebraska",Source for my stats is the teen run COVID stat site https://t.co/NcTRhE5xYb (@AviSchiffmann). https://t.co/tc8g4RNOtL
"Lincoln, NE",Halloween is a week away! Check out the CDC's guidelines on how to stay safe this Halloween season here:… https://t.co/gY66SGiYS1
"Lincoln, NE","HobbyTown, Toys From the Past both see double-digit increases in sales of items such as puzzles, board games and re… https://t.co/X5g8jgGkbW"
"Lincoln, NE",@DJGleyber So you're saying without a pandemic Biden would be drawing cheering crowds of 50k ppl and car parades 40… https://t.co/nEQ5qiIvfv
Land of Lincoln ,"By the #WorstPresidentInUSHistory

⁦@realDonaldTrump⁩

As Covid-19 Infections Skyrocket, House Report Slams Trump's… https://t.co/XcxFLXor5l"
Lincoln,&gt;tfw your government can’t organise a press conference let alone a pandemic response
"Lincoln, NE","See how business owners around the U.S. are using the pandemic to get creative for Halloween, follow what happens t… https://t.co/e3Mcgbyeiq"
"Land of Lincoln, USA","@jhaskinscabrera Totally. We would be in same situation if not worse under any other President. FDA, CDC failed him… https://t.co/F4QkAWu38N"
"Lincoln, NE","@Bbeck30 @GitRDoneLarry @Sean_Callahan @Husker_Nick Oh, I get it. I’m in the real world here. The restaurant has be… https://t.co/ar9rjz2qLK"
"Lincoln, NE",@GitRDoneLarry @Bbeck30 @Sean_Callahan @Husker_Nick Although I appreciate a shoutout from one of my favorite entert… https://t.co/iL1JnbK2Vx
"Lincoln, NE",It is not divisive to point out that some people take the pandemic seriously and some don't; the division is alread… https://t.co/qMauCiUEVn
"Lincoln, NE",@TheRealCLK @NebraskaSower It is not divisive to point out that some people take the pandemic seriously and some do… https://t.co/2hsyuOgi9P
"lincoln, nebraska","this is the first halloween i won’t be dressing up or going out. if you guys are, stay smart, be safe, and remember… https://t.co/23vfIhYIxH"
"Lincoln, NE","The Trump economy is an entire nation struggling to make ends meet in a pandemic he did nothing about, meanwhile th… https://t.co/cEBcXvSBJa"
"Lincoln, Nebraska","Nebraska picked up a commit yesterday.

Chris Kolarevic hasn't been playing football, the pandemic halting most FCS… https://t.co/IPY92fHdCx"
"Lincoln, NE",How do you celebrate Halloween in Nebraska during a pandemic?  Easy.  You fly to Florida.   #trickortreat https://t.co/t3gYY03MUp
"Lincoln, NE",Megan Elliott is hopeful in our resilience to learn to adapt during a pandemic. Read more about how she see's our f… https://t.co/lgRfGxDCGa
"lincoln, ne","@cjopdx1 @StephenKing As of now 230,000 American citizens are dead because of Trumps lack of empathy and did nothin… https://t.co/JoMqrFP3dH"
"Lincoln, NE",We’re winning!! Month seven of the pandemic...my god someone make it stop. I need to go back to normal. https://t.co/ANRldBQ9Tt
Lincoln,One way of sorting this pandemic out would be for the WHO to put the criteria for a pandemic back to where it origi… https://t.co/3XEtaW4Kdm
"Lincoln, Nebraska",@thehill Trump never put the health of Americans first. Trump knew about the pandemic in January and withheld that… https://t.co/dGEl0L8Gsm
"Lincoln, NE",Halloween is cancelled this year bc of the pandemic. The real reason to “celebrate” is we gain an hour of sleep!!!!… https://t.co/OS7PjzIXZD
"Lincoln, NE",So excited to finally be playing Pandemic Season 0!! https://t.co/8OZnGQKEkl
"Lincoln, NE",@JoeBiden We can’t get the economy going tell we fight this pandemic with out a national plan we can’t get a nation… https://t.co/CmAhR6lpTp
"Lincoln, NE",@JoeBiden The unemployment rate is 8.4 highest since the Great Depression millions sick hungry and can’t pay rent m… https://t.co/kd97ugySop
"Lincoln, NE",@TRNEUM @mikejschaefer Let’s not act like 4 months in a pandemic year represents our entire relationship with the c… https://t.co/FqC1y8p02Z
"Lincoln, NE",This is terrifying! One our local health systems has seen more patients die of #COVID19 at its hospitals this month… https://t.co/kp74JawOdn
"Lincoln, NE",Bolz urges Congress and Fortenberry to pass more pandemic aid https://t.co/iasgObSJEH
"Lincoln, NE",@bweiny @PhilErvin @SchutteCFB It’s not a culture mismatch. Nebraska has been in the B1G for 9 years. It’s been a c… https://t.co/6TAnemi5Ah
"Lincoln, NE",Millions of Americans are expected to have scaled-down Thanksgiving celebrations amid the pandemic https://t.co/ATXCRhwRzS
"Lincoln, NE",Pandemic will end Nebraska Club's 66-year run in Lincoln https://t.co/NtqVDjW8kf #LNK
"Lincoln, NE",@NebraskaStrong now has a weekly newsletter with resources and tips for coping during the pandemic. This week's iss… https://t.co/T2SNd31zok
"Lincoln, Nebraska",Here’s how the students of UNL feel about Halloween: Pandemic edition. https://t.co/RGqyXcSil8
"Lincoln, Nebraska","76 COVID-19 patients in #LNK hospitals today, most ever. 45 of those are from Lancaster County. October average is… https://t.co/AMVO1hLjBW"
"Lincoln, NE","The restaurant, on the top floor of the U.S. Bank Building, plans to close at the end of the year. https://t.co/E7varY41Mn"
"Lincoln, Nebraska","COVID-19 has taken down another downtown #LNK restaurant:
https://t.co/2WyKYFm63J"
"Lincoln, NE",I was happy to be a guest on the @NPR radio show @hereandnow today to speak honestly about what it's like to teach… https://t.co/DfMHZaAkOK
"Lincoln, NE",We’re in the middle of a pandemic and have many problems and issues to address. Replacing over 50% of our top leade… https://t.co/tyny4g0nVU
"Lincoln, NE",This is a lie—and a loathsome lie. Imagine demonizing frontline doctors in the midst of a pandemic. https://t.co/m04XXr2HPE
Lincoln,"Shamelessly trying to make political capital from a pandemic, what worthless goons these people are!.😜😜😜🇪🇺🇬🇧🇪🇺👍🏿 https://t.co/HaDns2dB7U"
"Lincoln, NE",Can you relate? https://t.co/3HKiqF5YZJ
Lincoln Nebraska,@eyebuckfan @DebLiverence @TwinTwisterDad @tntradioempire Which one are you? The kind who couldn't afford to stop w… https://t.co/ziCCumn1eK
"Lincoln, NE","Coronavirus update: U.S. counts more than 90,000 cases in a single day and The Lancet says Trump pandemic response… https://t.co/2oNfdx7f9S"
"Lincoln, NE",Please share examples of elected officials -- those currently IN office --  who are actively working to bring peopl… https://t.co/DGEjNMsndi
"Lincoln, NE","Editorial: Failure to get the signatures required would be best outcome for the ill-conceived, near frivolous, unne… https://t.co/T40GeTA3Fk"
"Lincoln, NE",@andre_garivay I actually agree with him. Nebraska fans are an absolute embarrassment.  Crying about not being able… https://t.co/PwwMX8RSnc
"Lincoln, NE","Looking forward to having the Unbeatable 0.5K - Pandemic Drive-Thru Edition out here TODAY, 5-7:30pm. Sure, you're… https://t.co/aWpbAkWepV"
"Lincoln, NE","I keep seeing ""pandemic recovery"" headlines and I'm like dude, we're not in recovery. 

The virus in Nebraska is TW… https://t.co/8x8wPRW0tV"
"Lincoln, NE","How has #COVID19 affected companies and what are their plans to reopen and re-engage their workforce? In this post,… https://t.co/PjIPaLhjIu"
"Lincoln, NE","@GovRicketts how about addressing the pandemic, Pete?"
"Lincoln, NE","If you are still looking for a pandemic hobby and baking, knitting, or learning a foreign language aren't sticking… https://t.co/ih1JcLEc2I"
"Lincoln, NE","""This is the hardest point in this pandemic right now -- the next two months,"" Dr. Scott Gottlieb https://t.co/QQ2419QFcN"
"Lincoln, NE","For four years the daily division brought by the highest office in the land has poisoned us. For the last 9 months,… https://t.co/AV0JKhPqtN"
"Lincoln, NE",@CabbagePatch39 We had no problems with the big ten for 8.5 years. It’s not fair to judge our position with the con… https://t.co/NKC3zR4NZK
"Lincoln, Nebraska",Click here to learn more about what to expect from UNL this upcoming winter season. https://t.co/FS1aC1yxCd
"Lincoln, Nebraska","“That [failure to collect the signatures] would be the best possible outcome for the ill-conceived, near frivolous,… https://t.co/LzEKqgGIC6"
"Lincoln, NE",@LauraHalm1011 @1011_News Who needs PPE? The White House just announced this as one the administration's science an… https://t.co/WtzK0eLir1
"Lincoln, Nebraska","Today, with the help of volunteers, I'm sowing 70,000ft of meadow -- some 50+ species -- at the University of Nebra… https://t.co/1MoWW876Vh"
Lincoln,"Really sucks that it is been cancelled, but realistically I was already under the assumption it was going to be can… https://t.co/pNqsojMKmX"
"Lincoln, NE","“During the pandemic, a lot of families are struggling and it was important for him to find a cause everybody could… https://t.co/KF6Wz5AMxE"
"Lincoln, NE","@realDonaldTrump Since Trump likes math:

High Speed Winds + Bad Weather = Hospitalizations Out of Control During Pandemic"
"Lincoln, NE",@Hammbon3 But pandemic is “tOtAlLy uNdEr cOnTrOl” right???
"Lincoln, NE","@BeauTFC I live in Lincoln, which is about 58 miles from Omaha, and I know we will see a spike in COVID-19 cases ar… https://t.co/3UoST6hUHb"
"Lincoln, NE",More people have died in Nebraska in the past 3 days than any other 3 day period during the pandemic so far. https://t.co/YtWiVvvgRH
"Lincoln, NE",@realDonaldTrump Trump has made about every mistake possible fighting this pandemic and if we don’t fight that firs… https://t.co/dmDFlEp5Bm
"Lincoln, NE",Is anyone also cycling through the same things they were doing at the beginning of the pandemic? I’m about to break out The Sims again.
"Lincoln, NE","me after watching my 2nd rom com of the night, during a relentless pandemic less than a week until the 2020 election https://t.co/ZxlKkeC1xN"
"Lincoln, Nebraska",Coronavirus testing czar: ‘Nobody’s waving the white flag’ to pandemic https://t.co/F9ltwOm956 via @TODAYshow
"lincoln, ne",@scotswa1 @CLC_sports @kare11 It's the rule *change* that people are really mad about. Not necessarily the rule its… https://t.co/Y1brTcACMn
"lincoln, ne","@scotswa1 @CLC_sports @kare11 Well, the board said there could be an extra week because of the pandemic and the fac… https://t.co/kxkTvERuei"
Lincoln,I've had a sourdough started since 2017 and I didn't gloat about it ONCE during the pandemic.  Where's my medal?
"Lincoln, NE",@timvondra @JohnBishop71 @DanWetzel @B1Gfootball @KevinFWarren Super arrogance and entitlement.  Letting Chatt play… https://t.co/EpvMn7Yob9
"Lincoln, NE","Veterans Crisis Line ‘remarkably successful’ at handling increase in calls at start of pandemic
https://t.co/inNYg0D3kv"
"Lincoln, NE",@sebastianbach @JoeBiden Okay. So what if the politician kept me working???  Or maybe i am in a industry that never… https://t.co/Dmaqgn2Rf7
"Lincoln, NE",@MrWilson This is coming from someone who generally digs their events and has participated in M2M for a decade (and… https://t.co/199wMuNgj2
"Lincoln, NE","@JordanHarrold @JournalStarNews I understand, I personally am pretty careful, don't go out much, etc. Just empathiz… https://t.co/YgRSuLIUEq"
"Lincoln, NE",@JournalStarNews Perhaps doctors know more about the treatment of a global pandemic
"Lincoln, NE","The new cases raised the pandemic total to 9,330, while the death toll remained at 45. https://t.co/xRgF92HDQa"
"Lincoln, NE","You can successfully fundraise during a pandemic.

Get tips from Aware3's CEO Tony Caudill, who helps 3,000+ church… https://t.co/gHJJii2Dso"
"Lincoln, NE","President Donald Trump's son-in-law and senior adviser, Jared Kushner, boasted in mid-April about how the president… https://t.co/2mh9MiSdTt"
"Lincoln, NE",@TheDailyGopher Right!! the pandemic will read the schedule!! Figure out it's a non-conference game!  Then the covi… https://t.co/GQcvzlkLJb
"Lincoln, NE","@USC1620 @ralulla So...for covid/pandemic, Wisconsin can decide to not play for no consequence because they will ne… https://t.co/j8sdHFm4Z1"
"Lincoln, NE","Nebraska is poised to do well post-pandemic, says @NebraskaChamber Pres Bryan Slone. At 75%, NE had the highest % o… https://t.co/s0YDA7OSX0"
"Lincoln, America",@chucktodd You’re getting roasted today. I’ve defended you in the past. Not now. “Taking the pandemic too seriously… https://t.co/4ZyyeaXtxR
"Lincoln, NE",The pandemic has ruined travel in 2020. Now retirees are planning epic vacations to make up for lost time. Here are… https://t.co/lE4COmi99J
"Lincoln, NE",@pamelacolloff I like Pandemic Pam. I wish I were close enough to text back in the affirmative.
"Lincoln, NE",@BrettGurewitz Raise your hand if you only leave the house if a paycheck is involved. Pandemic or not.
"Lincoln, NE","@BrettSBaker @TorinOtis Yes, we're in a pandemic. Yes, it's extremely serious. Yes, we're fortunate to have any spo… https://t.co/Q7OOSPuvoS"
"Lincoln, NE",Believing that we should have stricter regulations during a pandemic. https://t.co/qVz9H8ZIzE
"Lincoln, NE",@YoMrBogus @NewKidNewkirk One reason that I hate the pandemic is because we’re utilizing Hy-Vee Aisles. I use to sp… https://t.co/RUfEQdYW5O
"Lincoln, NE",UNHS student Jessie Lamp was recently featured in an article from @sbstarherald! Read more about her family’s decis… https://t.co/gXuL9JGSeV
"Lincoln, NE",Work with the most frustrating landlord in the world continues. Why sign a document at home when you can go on vaca… https://t.co/kp5mcmMRu0
"Lincoln, NE","@akaihinansho I understand some of the nuance of isolation on people, the harm, and suicidal ideation. I've dealt w… https://t.co/7GBaY9wHl3"
"Lincoln, NE","Still, the 33% increase doesn't offset the prior quarter's decline. Experts have said a full recovery may take year… https://t.co/Ia49iFG3xv"
"Lincoln, America","@mikejschaefer Everybody wants to blame Warren &amp; Council of Presidents &amp; Chancellors. Sure, they made a few misstep… https://t.co/f1ZfxrExjm"
"Lincoln, America","@JohnBishop71 @HuskerExtraSip No, I didn’t think @bigten  should play at all. Anyone w a brain 🧠 &amp; following the pa… https://t.co/G6P8CAn1G6"
Lincoln,@Conservatives Glad to see you're focussing on the pandemic and Brexit. #ToryScum
Lincoln,"@JohnBishop71 Have you considered the possibility that try to play during a pandemic is not a good idea, especially… https://t.co/7l1u3krtYk"
Lincoln,Perfect advice from Richard about the pandemic “Be mindful about people with learning disabilities” 💙… https://t.co/wUWsEehJ1X
"Lincoln, Nebraska","@GaskinsJeffrey @HuskerExtraSip What difference does a pandemic make when the B1G already has started play?

Unless… https://t.co/IpCmR3hK4Z"
"Lincoln, NE","I believe the title should read, “The Trump Administration’s Pandemic Failure” ⁦@washingtonpost⁩  https://t.co/jAobecAaGT"
"Lincoln, NE",This pandemic isn’t going to end until there’s a vaccine.
"Lincoln, NE","@BrittMcHenry Just put a Walmart sign on the polling locations. They will all be packed in no time, pandemic or not."
"Lincoln, America",@JohnBishop71 @HuskerExtraSip No. It’s not hard to understand. The US is in the midst of a pandemic. Sipple is thick as a brick.
"Lincoln, Nebraska","""We should be grateful that businesses, non-profits, schools, hospitals &amp; others stepped forward immediately to add… https://t.co/kklRHujpln"
"Lincoln, NE","@CounterPussy @ugh_naught @brizzle_bill @bas00n Im sorry your walmart didnt open back up, that is really shitty. Se… https://t.co/vHMgajxoNT"
"Lincoln, NE",Get out those pencils (or computers)! Students can share how they navigated life during the coronavirus pandemic in… https://t.co/5VMUei5ZnI
"Lincoln, NE","To be clear, this is actually just a win for people who wish to exercise their right to vote with a reasonable leve… https://t.co/w2hfp3XSrO"
"Lincoln, NE","people who only care about the pandemic when it fits their political agenda 🤡 

sorry saweetie, Halloween is also optional 😴"
"Lincoln, NE",Iowa voters won't be able to cast their ballot at any of those polling places this Election Day because of hundreds… https://t.co/Lc6DEtxh56
"Lincoln, NE",I think my most on-brand moment of the summer was the time that my friends FaceTimed me from one of my best friend’… https://t.co/PBe81H7JqW
Lincoln,"The second number is % positive by person. 

What's that mean? A person is counted only once over the course of the… https://t.co/QLP5kVXgs5"
Lincoln,@dave__uu @talkRADIO @JuliaHB1 Sure you are correct that more deaths will follow the increase in cases in Sweden an… https://t.co/4tKvsfrN5h
"Lincoln, NE","Eric Thompson, director of the Bureau of Business Research at the @UNLincoln, said Current Employment Statistics da… https://t.co/D5vTN5R9Ug"
"Lincoln, NE",@BedrockWM @MainStreetMuse @LilyBelle05 @gtconway3d He disassembled a sector whose job it was to respond to pandemi… https://t.co/evTbj0tU6U
Lincoln,"@simondolan Lock-downs &amp; other Government-imposed Covid curbs contain all the ingredients of totalitarianism,new la… https://t.co/lu0wOlgBfD"
Lincoln,"@Fionnuala1978 @newpaulhearn @MorrisseyHelena SAGE minutes, public statements of Whitty/Valance/Johnson in early Ma… https://t.co/7mbJbOaoap"
"Lincoln, NE","@MoxieEmerson @TweetleDuh13 @VintageGlassLov @cdpositive Supposedly we’re getting new IV pumps soon. Of course, tha… https://t.co/jqF7BWv5g4"
"Lincoln, NE","Spooktober Day 28:

The Invisible Man was a part of Universal’s Dark Universe but when that failed, the movie becam… https://t.co/zu1s6ARJdV"
"Lincoln, NE",@Bizzcubed72 @camarsh66 @KETV Risks do not include ignorantly ignoring safety precautions during a pandemic. You ca… https://t.co/1V9MmFnA3g
"Lincoln, NE",@SallyDeal4 @realDonaldTrump We can’t get the economy going tell we can fight this pandemic we can’t fight this pan… https://t.co/fiEayLgSAg
"Lincoln, NE",Many downtown Lincoln projects still moving forward despite pandemic https://t.co/6h8PLFYtKI via @JournalStarNews
"Lincoln, NE","Also I spent *another* day talking with bars and restaurants struggling during this pandemic. 

Yes, we’re all goin… https://t.co/3VihJZ2WHe"
"Lincoln, Nebraska","People seem to think there’s something about culture or geography that determines a place’s pandemic response, but… https://t.co/xukAJ6SJ5U"
"Lincoln, NE","Look for the pattern. ""An effort to recall Mayor John Cooper launched Monday, when a group signaled it would begin… https://t.co/62eMXJNyET"
"Lincoln, NE","These ""grassroots"" efforts to recall ""authoritarian"" mayors across the country who are trying to keep their communi… https://t.co/ehEUx1RM6n"
"Lincoln, NE",@heady_chris If you are more angry at a photo and a Twitter poll then you are at an entire football program not hav… https://t.co/sEiDHH6LNp
"Lincoln, NE USA","Given how bad Nebraska has been boat raced by Wisconsin in the past, trolling them over precautions in a pandemic f… https://t.co/CBppaMK3GX"
"Lincoln, NE",Nebraska fans really don't give a shit about anything other than football. It's been excruciatingly clear throughou… https://t.co/GMwfX7ltCv
"Lincoln, NE","The election is fast approaching and 8 months into the pandemic, cases are skyrocketing. But, what effect does that… https://t.co/gMwDzQR4XP"
Lincoln Nebraska,@eyebuckfan @tntradioempire What are you talking about? Are seriously telling everyone publicly on Twitter that the… https://t.co/x69osgZWZm
"Lincoln, NE",@iKalebHenry @BrettTobin @CoreyNelson1980 It was insane that they thought it would be a good idea in the first plac… https://t.co/S4J5VOcX2R
"Lincoln, NE",@SaltCreekGBR We're depending on personal responsibility to suppress this pandemic.
Land of Lincoln,"@therecount @ariela_martin RBG's quote seems a bit out of context. She made that statement before she died, clearly… https://t.co/MyV23fsigp"
"Lincoln, NE","“The coronavirus pandemic has devastated the US jobs market. Some 787,000 people filed for benefits last week – rou… https://t.co/5oTc5cZHeA"
"Lincoln, NE","...to authorize the change. So you require that my elderly high-risk father come to the store, in a pandemic, to au… https://t.co/JAb9h2n8Gi"
Lincoln,"@newpaulhearn @MorrisseyHelena Something akin to Sweden, I imagine. Which is itself akin to policies used in 2000,… https://t.co/uw9xvPpfwR"
"Lincoln, NE","No it’s vote for... Massive tax cuts for the top 1%. Inaction on LGBTQ+ issues, promoting the degradation and name… https://t.co/z0LURPJ6YS"
"Lincoln, NE","To those student-athletes losing games, playoff appearances, and championships due to this pandemic...

Your hard w… https://t.co/xVbQXAedTF"
"Lincoln, NE","Could the #Huskers try to play someone Saturday? 

@HuskerExtraSip: ""I don't profess to know where this matter is h… https://t.co/j12slXlWCb"
"Lincoln, NE",Recall efforts such as Lincoln's have sprung up across the country in response to the pandemic. Circulators are see… https://t.co/FgDsxUgcic
"Lincoln, NE",@TheRealHoarse Hmm that’s tough. It’s almost like Biden supporters believe there’s a pandemic
"Lincoln, Nebraska",The long road to the 2020 Election comes to an end on Tuesday at the voting booth. In a year that has provided its… https://t.co/LYhlTMnNlT
"Land of Lincoln, USA","I’m sorry, I’ve seen the figures and the numbers,
and this pandemic is #FakeNews.

If you’d like to wear a mask, th… https://t.co/N4dabMVSv2"
"Lincoln, NE",@SaltCreekGBR Some of these pundits will have a real different take if we have to cancel since our state is handlin… https://t.co/U30va79hLk
"Lincoln, NE",The pandemic has pushed me to further educate myself and help with my coaching background. @USABaseball #LincolnSox… https://t.co/HPgjKhqrwr
"Lincoln, NE",@DrPeteyHV And a Spring Game cancelled due to pandemic.
"Lincoln, Nebraska",Nebraska received international coverage from @BBC this month for leading the nation in COVID-19 infections within… https://t.co/6LnoR52ibN
"Lincoln, NE",#PuertoRico &amp; its older adult population have a special place in my heart. Today @geronsociety @OxUniPress publishe… https://t.co/SHc2p2DkE1
Lincoln,"@ickle_meg @Champagne0071 @piersmorgan @KimKardashian Would it be acceptable if there was no pandemic? After all, s… https://t.co/5HduE0olYz"
"Lincoln, Nebraska","What a 24 hours in Nebraska. Ricketts literally left old people out in the cold at the Trump rally, the police are… https://t.co/jgzGczlyfr"
"Lincoln, NE",My job moved us to work at home permanently not even for just the pandemic but like forever 😳 I am not sure if I am happy or sad.
