,location,tweet,covid
2575,"Lincoln, NE",Escape Lincoln's FIRST hunt was a huge hit! Now it's time to announce our winners and their prizes! Thanks again,0
2576,"Lincoln, NE","Las Margaritas, I believe.",0
2577,"Lincoln, NE",Michael. Not sure what you mean by blast. I assume you mean when Biden,0
2578,Lincoln,"Kyoto is ours, though too long since weve been there.",0
2579,"Lincoln, NE",Robert Rappaport,0
2580,lincoln NE,Seriously? This is why Dems should never govern anything again. Nothing by perpetual fear porn.,0
2581,"Lincoln, Nebraska",Its Packet Pickup day! Thanks to our Pre-Race sponsor for kicking the weekend off right.,0
2582,"Lincoln, NE",Me! I am blessedly immune to lactose. I like drinking milk,0
2583,"Lincoln, NE",Theyre just ripping at Horvaths arms and he has no idea how to deal with it.,0
2584,Land of Lincoln ,Not to mention the protests. ! Representing Hundreds of Thousands of W,0
2585,Lincoln,Unbelievable.... Oh hang its not.. Its Trump and their cronyism,0
2586,Lincoln,Give me your phone number and Ill call you to meet,0
2587,"Lincoln, NE",Bears might open up.,0
2588,"Lincoln, NE","Omg, newest episode of Resistance on Spotify, from , starts with a Nebraska mention, which I was not expec",0
2589,"Lincoln, NE",Bruuuuhhh,0
2590,"Lincoln, Nebraska",Hahaha dude. My best friend was a cell phone too.,0
2591,"Lincoln, NE",i miss one call and im immediately hurt dude better call back tf,0
2592,"Lincoln, NE",are the herb witches involved!?,0
2593,"Lincoln, NE","Also about the Michigan comment, I hate Jim Harbaugh",0
2594,Lincoln,To be fair they looked really well organised &amp; worked so hard to close Lincoln down really quickly,0
2595,"Lincoln,NE",less than weeks to the end of sem,0
2596,Lincoln,Its systematic. Completely inadequate for the job.,0
2597,"Lincoln, NE",Crap was that your pick?,0
2598,"Lincoln, NE",Happy Halloween,0
2599,"Lincoln, NE",Pumpkin pie cold is way better,0
2600,"Lincoln, NE",On the other side of fear lies freedom! - JB Glossinger,0
2601,"Lincoln, NE",I respect your opinion but what makes them unlikeable to you? I like Ryan Day and I liked Urban Meyer at his time there.,0
2602,"Lincoln, NE",Our copy should be here soon! Excited to play it!!,0
2603,"Lincoln, NE",casually leaving Walmart with a bag of Cheetos and a bottle of henny,0
2604,"Lincoln, NE",Ah. Jim I see you are an idealist. Your profile shows you never support anyone,0
2605,"Lincoln, NE",Kwame Dawes. Period!,0
2606,"Lincoln, NE",Johnson,0
2607,Lincoln NE,"I'm a faithful Christian. Voted for Biden, so apparently, you are wrong.",0
2608,Land of Lincoln ,is staying at the WH. Hidden. sure afraid someone will change the locks....,0
2609,Lincoln,Any sign of Boris in there?,0
2610,"Lincoln, NE",Got some groceries I am gonna be cooking a lot.,0
2611,Lincoln,Happy Halloween folks....as you can see Im ecstatic to be in role,0
2612,"Lincoln, NE","[first day as mortician]My boss: Find out if they want cremation or burial.Me: Howdy folks, smoking or non-smoking?",0
2613,"Lincoln, NE",Not if we all don't vote blue.,0
2614,"Lincoln, NE","Derek, I agree when you speak of the DC gridlock. Weve all suffered be",0
2615,lincoln ,anything for tonight buddy?,0
2616,"Lincoln, NE",Im sure it was a scheduled tweet.,0
2617,"Lincoln, NE",Ass conference,0
2618,"Lincoln, NE",Just tested negative baybeeeee,0
2619,"Lincoln, NE",R.E.M. was wrong?,0
2620,Land of Lincoln ,"Just love it! Project Doubles Down on Jarvanka, Literally Trolling them with a Boat at Mar-",0
2621,"Lincoln, NE","If you enjoy El Toro / Mazatlan, they have a sister location on south th.",0
2622,"Lincoln, NE",Well Sjw. Not it doesnt make sense. If Trump wins ... why would that date mean t,0
2623,"Lincoln, NE",Thanks,0
2624,Lincoln,Are you sure Marie,0
2625,"Lincoln, NE",That scoreboard is .,0
2626,Lincoln,Righty,0
2627,"Lincoln, NE",I just fell in love with a cashier at Hy-Vee so I dont know what to do about that information,0
2628,"Lincoln, NE",B-3 VB: Waverly goes up -0 by winning set -13. W closed with a -3 run. Whitney Lauenstein kills in set f,0
2629,"Lincoln, NE",", do this.",0
2630,"Lincoln, NE",Sold,0
2631,"Lincoln, NE",Looks like one to me.,0
2632,"Lincoln, NE",Freedom of speech.,0
2633,stinkin lincoln,should i do makeup based on how i thought i looked when i looked in the mirror while on RCs?,0
2634,"Lincoln, NE",this boi naaa he still bi kiddie Yall for lef am,0
2635,Land of Lincoln ,Engorged unqualified pigsYup thats vanka doodle poo and the wax effigy impersonating a human.,0
2636,"Lincoln, NE",I would like to see a benchmarking test in which both Rudy and a chimp are given a laptop. My money,0
2637,"Lincoln, NE",FINAL: wins the B6 district -1 over Hastings. Moves to the state tournament next week.,0
2638,"Lincoln, NE","I've only watched the last few minutes of the half, but their lines are getting pushed by BC, they're maki",0
2639,Lincoln,Moretti or carling...... no contest,0
2640,"Lincoln, NE",Yeah youre right Id prefer to see Iowa lose,0
2641,Lincoln,"Its not a small thing by any stretch, total contempt for the masses",0
2642,Lincoln,I have that exact t-shirt. I wish it said other things. Like fuck off.,0
2643,"Lincoln, NE",FOUR HOURS thats what we need from you. It doesnt even have to be consecutive. But if you want a Senator in Ne,0
2644,"Lincoln, NE",I think its the Big Ten not allowing fans in the stadium for c,0
2645,"Lincoln, NE",Yummy lemon,0
2646,Lincoln,Thats its party politics . Trouble is a lot of society won,0
2647,"Lincoln, NE",My wife was a middle school counselor for years. The one thing nearly all young men of color re,0
2648,"Lincoln, NE",you have no idea how much pleasure I get watching you self-destruct every Saturday in the fall,0
2649,"Lincoln, NE",Hey girl wanna get day drunk with me?!?,0
2650,"Lincoln, NE",Electoral College is what systemic racism looks like.,0
2651,Lincoln,arriving at pm,0
2652,Lincoln,what if youre both ghosts,0
2653,"Lincoln, NE",Awesome!,0
2654,"Lincoln, NE",We hope you have a spooky and safe Halloween!,0
2655,"Lincoln, NE",I need a start looking for a new ride,0
2656,"Lincoln, NE","Two Senators for Wyoming, zero Senators for Washington DC. This is what systemic racism looks like.",0
2657,"Lincoln, NE",cotton candy anyone?,0
2658,stinkin lincoln,dont use the protests of the deaths of these people to justify your shitty braids,0
2659,"Lincoln, Nebraska",Sources confirm that Barry Alvarez went out side and saw his shadow then ran back inside to hide under his bed.,0
2660,Lincoln,Agreed. are,0
2661,"Lincoln, NE",Not bad for the dead writer of The Chronicles of Narnia,0
2662,"Lincoln,Nebraska",Its official!! A nigga got approved for a spot in Texas!!! My last day in Nebraska is November ! Im out this bitch in days mane,0
2663,"Lincoln, NE",Bob Griese agrees.,0
2664,Lincoln,Omg we work in the same place. Colleague!,0
2665,"Lincoln, NE",Why? Every thing he said is true,0
2666,"Lincoln, NE",I am a great friend Im just not friendly.,0
2667,Lincoln,Think thats the world we live in David but a good point.,0
2668,"Lincoln, NE",Give it about minutes before they well akshully us about how terrible and racist he was.,0
2669,Lincoln Nebraska,The Boss,0
2670,"Lincoln, NE",Maybe. Or it shows what could have been for Nebraska.,0
2671,"Lincoln, NE",im a leo,0
2672,Lincoln,"Whatever Cummings decides just gets regurgitated without question by our ""independent media"" anyway",0
2673,"Lincoln, NE 68508","Enjoy the most fun holiday for kids this year, but remember to keep them safe. Happy trick or treating!",0
2674,Lincoln,Dark nights no employment for some.And Olivia my thoughts are with her,0
2675,"Lincoln, NE",NEW!$500BUSINESS &amp;AGRICULTURE SOCIETY FOR EDUCATION (BASEDirect to: ANNA WISHART FOR LEGISLATURE2020-09-14B1AB Contributions,0
2676,"Lincoln, NE",Garden Update. See you in March,0
2677,"Lincoln, NE","Man its a beautiful afternoon in Lincoln, NE to represent the but they could care less about football righ",0
2678,"Lincoln, NE",Boston College has Clemson frazzled. Fake FG gets a penalty. Scores td to go to half up -13 over the Tigers.,0
2679,"Lincoln, NE",Happy New Year from Sydney by Julia Wimmerlin,0
2680,Lincoln,Let's sign!,0
2681,"Lincoln, NE","B-3 VB: Waverly on -0 run, leads Elkhorn North -10 in set . W won set -22.",0
2682,"Lincoln, NE",Again. Would lose my absolute mind.,0
2683,Lincoln,Dont worry Boris. Ill do it.,0
2684,"Lincoln, NE",If you grab it by the ear loops its not contaminated. But I se,0
2685,"Lincoln, NE",Well the results so far in this CFB weekend are easing the pain of no Huskers. Lets keep that going please.,0
2686,"Lincoln, NE",Only one man can save Clemson,0
2687,"Lincoln, Nebraska","NEW IN PAPERBACKA Choice Outstanding Academic Title, David V. Kaufman's CLUES TO LOWER MISSISSIPPI VALLEY HI",0
2688,"Lincoln, NE",The ultimate sportscaster dad moment.,0
2689,"Lincoln, NE",Nice Sip.,0
2690,Lincoln,I already miss my barber,0
2691,"Lincoln, NE",Absolutely gutting,0
2692,"Lincoln, NE","Eric, we're going to win this together.",0
2693,"Lincoln, Nebraska",Preemption or you hate it,0
2694,"Lincoln, NE","Thanks for being on our team, Barb!",0
2695,Lincoln,Omg great tweet B. Very true,0
2696,"Lincoln, NE",Milky Way!!!,0
2697,Lincoln,"Queuing outside Lidl, but not Tescos thankfully!",0
2698,Lincoln,Appalling,0
2699,"scampton, lincoln",The EU us taking the UK to court for having stricter rules on control of plant pests.You really couldn't make it up,0
2700,Lincoln,Plz share!,0
2701,"Lincoln, NE",Better then the first match loss to KU. Losing with this talent should be unacceptable.,0
2702,Lincoln,hilarious,0
2703,"Lincoln, NE",you do. im not going anywhere. i promise.,0
2704,Lincoln,Good. Lack of sleep never helps though,0
2705,"Lincoln, Nebraska",Nice spot and memory,0
2706,"Lincoln, NE",The CFP selection committee conversations are going to be wild this year.,0
2707,"Lincoln, NE",Happy Halloween,0
2708,"Lincoln, NE",He was the best in all he did,0
2709,Lincoln Nebraska,"Be like Les Miles, probably. I would",0
2710,Lincoln,could turn out to be the best keeper weve had for a long time.,0
2711,Lincoln,Thats why weve been waiting mins now. They cant think of a catchy name.,0
2712,"Lincoln, NE",Have you been able to see the vid of the car accident that was associated with this? I am curious about your take on it...,0
2713,Lincoln,ruthless man,0
2714,"Lincoln, NE",The people who wrote that study in think you should be wearing mask in whe,0
2715,Lincoln,How are you feeling now Amanda?,0
2716,"Lincoln, NE",What is the second half line on BC/Clemson?,0
2717,"Lincoln, NE",From the early days before DM rooms. It was my pinned tweet for months,0
2718,"Lincoln, NE","years ago I spent my Birthday at Guinness, a favorite memory.",0
2719,"Lincoln, NE",Next time,0
2720,"Lincoln, NE",I think Michigan isnt as good as we thought.,0
2721,"Lincoln, Nebraska","I just saw the highlights, and all I can say is... oof",0
2722,"Lincoln, Nebraska USA",Too skinny for,0
2723,"Lincoln, NE",Legit cant imagine being a play by play guy for my sons CFB team. Probably wouldnt go well.,0
2724,"Lincoln, NE",JOB: Lincoln NE USA - Construction Estimator - INFRASTRUCTURE LAND DEVELOPMENT ESTIMATOR GLH Construction: INFRASTR,0
2725,"Lincoln, NE",wins my business! Thank you! via,0
2726,Lincoln,Classy bird,0
2727,"Lincoln, NE",Sho nuff,0
2728,"Lincoln, NE",This Fr the,0
2729,Lincoln,That helps no one . I have had to get on with it as taking sam,0
2730,Lincoln,Oooh nice one!,0
2731,Lincoln,"I know, right?!",0
2732,"Lincoln, NE",HAPPY BIRTHDAY BRANT BARTH!,0
2733,"Lincoln, NE",I do know one who's a freshman in college lol.,0
2734,"Lincoln, NE",Just another expense to put on the mile long tap to the taxpayers.,0
2735,Lincoln Ne.,This isn't saying it's a Trump problem. This is one of those systemic,0
2736,"Lincoln, NE",Definitely doesnt excuse the defensive performance,0
2737,"Lincoln,NE",I would like to personally invite you to come to lincoln and we can discuss why fighting for the boys to,0
2738,"Lincoln, NE",Everyone has a safe and Happy Halloween!!!,0
2739,"Lincoln, NE","B-3 VB: Waverly , Elkhorn North , set . W up -0 in sets.",0
2740,"Lincoln, NE",Boston college right now,0
2741,"Lincoln, NE","Youre right, my album cover part",0
2742,"Lincoln, NE",Lol I love it,0
2743,"Lincoln, NE",I recently listened to the lyrics and was kind of sketched out. Reach out and grab ya,0
2744,Land of Lincoln,Amazing photo!,0
2745,Land of Lincoln,Live watching the mask less Clemson crowd suffer. BC hold on!,0
2746,"Lincoln, NE",Former commit Mario Goodrich in coverage for Clemson on that bobbled touchdown catch for BC.,0
2747,"Lincoln, NE",WHAT A PLAY!!!,0
2748,"Lincoln, NE",Nice call BC,0
2749,"Lincoln, NE",BOSTON COLLEGE,0
2750,Lincoln ,Whenever Robert Preston says so,0
2751,Lincoln,Jeff Hafley will have pick of NFL jobs this offseason.,0
2752,"Lincoln, NE","I know there's a half to go, but Clemson is in a big, big hole without Trevor Lawrence.",0
2753,"Lincoln, Nebraska",What a sequence for BC!Up -10 at Clemson!,0
2754,"Lincoln, NE","Who does he owe the most money? Russia, China or Saudi Arabia? Maybe the one to take him will be a",0
2755,"Lincoln, NE",What a call BC,0
2756,"Lincoln, NE",REMEMBER TO AVOID THE CS AND STAY SAFE THIS HALLOWEEN,0
2757,"Lincoln, NE",Shakshuka and mimosas for camping brunch,0
2758,"Lincoln, NE","With the viral pathogenesis of SARS-CoV and the sensitivity of the daily testing, it was never going to work.",0
2759,"Lincoln, NE",Part of me wants Iowa to win so NW wont be so hot when we play them.,0
2760,"Lincoln, Nebraska, USA",The Alexander Horned Sphere!,0
2761,Lincoln,How long till we go extinct,0
2762,"Lincoln, NE",JOB: Lincoln NE USA - Light-Wheel Vehicle Mechanic - You'll be able to pursue a career as a mechanic: You'll be abl,0
2763,Lincoln ,Keep holding it down lil bro u the man! U up next,0
2764,Lincoln,Why would he need to be impartial?,0
2765,"Lincoln, NE",I wonder how the sooners feel watching WV destroy a kansas st tema they couldn't.,0
2766,Lincoln,keep telling people to clear the cache on the app or log in on a different device - not sure why they d,0
2767,Lincoln,hoping Amber turns out to have the same nature and balance,0
2768,"Lincoln, NE","Found it, on spectrum",0
2769,"Lincoln, NE",Im totally starting tomorrow,0
2770,"Lincoln, NE",Note to Big offensive coordinators vs Michigan: Screens and crossing routes are easy money.,0
2771,lincoln,Top top man professional on the pitch and a gent off . Well done lad . Imp,0
2772,Lincoln ,When historians look back on this period in years to come...they'll think we were bloody nuts!!!,0
2773,"Lincoln, NE",One last thing: Wonder if you could hold a charity comedy event,0
2774,"Lincoln, NE",That would burn,0
2775,"Lincoln, NE","Ummmmm, guys.",0
2776,"Lincoln, Nebraska","Happy Halloween! may not have offered new product this year, but we have some free comics from year",0
2777,"Lincoln, NE",Testing is hysterical?,0
2778,University of Nebraska-Lincoln,"Congrats, , this is a tremendous accomplishment. After hearing your recent Nebraska Lecture, I appreciate",0
2779,"Lincoln, NE",Happy,0
2780,"Lincoln, NE","Make Halloween special with our Jack-O-Lantern pizza! Use code JACKOLANTERN to get yours for $11. After all, nothi",0
2781,"scampton, lincoln",What's GRT ?,0
2782,"Lincoln, NE",Michigan State Michigan . left in second quarter. Spartans take over.,0
2783,"Lincoln, Nebraska","Do you get our weekly email newsletter? If you don't, how are you keeping up-to-date on our free networki",0
2784,Land of Lincoln,So hows everybody feeling after the first half?,0
2785,"Lincoln, NE",Very dope write up much thanks,0
2786,"Lincoln, NE",NEW!$500HAWKINS CONSTRUCTION COMPANYDirect to: ANNA WISHART FOR LEGISLATURE2020-09-20B1AB Contributions,0
2787,"Lincoln, NE",. is a joke.,0
2788,"Lincoln, NE","Its halloween which means I'm still horny, but for like, vampires and stuff",0
2789,Lincoln,Your website says it's down! I came on here to find out why,0
2790,Lincoln,hi there any idea what the live stream time would be for UK audiences? thanks and all best!,0
2791,"Lincoln, NE","Primary reason dark money groups like to focus on Governorships, state legislatures and other down ballot races?M",0
2792,Lincoln,Ridiculous..should every western leader resign...germany and poland etc.. its a plague and is impossible to deal with,0
2793,"Lincoln, NE","So upset we dont have a game this weekend, but Minnesota losing is making it a bit easier",0
2794,"Lincoln, NE",Yeah I completely agree...most of the pressure needs to be applied from ou,0
2795,"Lincoln, NE",What should I play?,0
2796,"Lincoln, NE",Woah do you think you can preserve it at all??!,0
2797,"Lincoln, NE",Mich State had turnovers. Mostly on themselves.,0
2798,Lincoln,We cant carry on like this I will agree to disagree stay safe .,0
2799,"Lincoln, NE",If you were saying Wisconsin wasnt afraid to play Nebraska without their top QBs... take a look at the Clemson g,0
2800,"Lincoln, NE",Yall swear this shit looks good,0
2801,"Lincoln, Nebraska","Remembering the blizzard that dumped almost "" of snow on the pumpkins in Minnesota. That was fun having all",0
2802,"Lincoln, NE",Just a lil FYI for you maskers....,0
2803,Lincoln,Genius. Loved this. Loved it mightily.,0
2804,Lincoln,You too! Hope the rest of the festival goes well! Have a lovely weekend,0
2805,"Lincoln, NE",Not to mention a sex symbol.,0
2806,"Lincoln, NE","Illinois on the move, red zone with under seconds left in half. Settle for fg. Purdue . Illinois .",0
2807,"Lincoln, NE",This is a good read to see how countries are doing with the Paris Climate Accord.,0
2808,"Lincoln, NE","B-3 VB: A Whitney Lauenstein monster kill closes out set , Waverly , Elkhorn North .",0
2809,"Lincoln, NE",and that person's legs,0
2810,Lincoln,"Yep.... Not logical keeping schools etc open, where do they think the surge came from!?",0
2811,"Lincoln, NE",watchin the jukebox the ghost live show that was recorded last night and workin on my website.,0
2812,"Lincoln, NE",I share your beliefs on how dangerous voting for Biden is. However there are m,0
2813,"Lincoln, NE",This this this!!!,0
2814,"Lincoln, NE",What channel in Lincoln?,0
2815,"Lincoln, NE",Omaha!! Pull up tonight to for some spooky beats,0
2816,"Lincoln, NE",I've never seen a problem that was solved by only complaining about it. - Steve Keating,0
2817,"Lincoln, NE",Clemson pressure leads to int. Negated by roughing the passer call.,0
2818,"Lincoln, NE",dude are you freaking out? What if you lose on Tuesday? You'll def be the biggest loser ever.... m,0
2819,"Lincoln, NE","B-3 VB: Elkhorn North has wiped out three Waverly set points to force a Viking timeout. W , EN , set .",0
2820,"Lincoln, NE",They chop most of the top off the pineapple prior to sale. FAQ says this is because they are still b,0
2821,Lincoln,Is everyone else feeling really anxious and sick too,0
2822,"Lincoln, Nebraska",Appreciate the thoughtful perspective about all the negative reaction to Nebraska seeking a replace,0
2823,"Lincoln, NE","Contact tracing is the best way to prevent spread. By not bringing these people to the game, you're increasing the",0
2824,Land of Lincoln ,How pathetic. think the Bus will lose....,0
2825,"Lincoln, NE",This was a good discussion though fellas. Support your local bu,0
2826,"Lincoln, NE",Good thinking there Madi! Thank god,0
2827,Lincoln,Boris is just getting changed into his Thatcher meets Churchill getup.,0
2828,"Lincoln, NE",Trevor Lawrence is out for Clemson but their defensive front is being challenged by Boston College bigs.,0
2829,"Lincoln, NE",It's too late to mail your ballot. Take it to Election office at N. th or a City Library Ballot Box.Location,0
2830,"Lincoln, NE",Sipple has gone around the bend.,0
2831,Lincoln,Disgusting behaviour.. nothing new there!,0
2832,"Lincoln, NE",What I'm learning is Rutgers might be in the best position to challenge OSU in the East after today,0
2833,"Lincoln, NE",Zero question that would have been a targeting call if that was a Nebraska DB hitting the Boilermaker WR.,0
2834,Lincoln,Hope youre okay x,0
2835,"Lincoln, NE",See you in Lincoln! is going to state with a -0 victory to win the B-2 District championship!,0
2836,Lincoln NE,Ill take TheRapist for $200,0
2837,"Lincoln, NE",Hell yes. GG showed what life was like for real women.,0
2838,Lincoln,Check out my latest on,0
2839,"Lincoln, NE",Passed the CSCS exam!,0
2840,Lincoln ,This !!!,0
2841,"Lincoln, NE",Agree to disagree I suppose. Youre able to sit at a table with,0
2842,"Lincoln, NE",Perfect!,0
2843,Lincoln ,When you couldnt believe it could get worse - it has.,0
2844,"Lincoln, NE",Here's the link for last night's broadcast of 's -24 OT victory over a well coached and f,0
2845,"Lincoln, NE",How's everyone celebrating this spooooooooky holiday? I'm putting my winter lights up but that's all I got.,0
2846,"Lincoln, NE",Wow. Go figure clemson ain't shit without their qb,0
2847,"Lincoln, NE","Since the senators are whining about fact-checking, I have one question. Have you tried telling the truth?",0
2848,Lincoln,I miss ya I miss ya I really wanna kiss ya but I cant,0
2849,"Lincoln, NE","Steven M. Sipple: NU's marriage with Big Ten isn't perfect, and perhaps that's a good thing via",0
2850,"Lincoln, NE",Are you dressing up this year? Are Halloween decorations covering your house? Send your spooky pictures to the /1,0
2851,"Lincoln, NE","B-3: Waverly scores the next two points to force another Elkhorn North timeout, W , EN , set .",0
2852,Lincoln,Are we still waiting for Cummings to give him his orders?,0
2853,Lincoln,those were the days,0
2854,"Lincoln, NE","Systemic racism, means more than cops. Its schools, media, banks, reality, hiring, travel, eating out, ....",0
2855,"Lincoln, NE","Trump is a celebrity with a huge following, Biden is a senile old career politician. No one gets excited",0
2856,"Lincoln, NE","One day Ill meet , in person, and be able to die an accomplished man.",0
2857,Lincoln,Where's your face mask Darren? Doesn't look like your m apart from the man behind?,0
2858,"Lincoln, NE",Watching from Lincoln. Go Lopers!,0
2859,"Lincoln, NE","If so many people saw voting rd party as a solution, the rd party would",0
2860,"Lincoln, NE",Who is the next Commander in Chief .?,0
2861,"Lincoln, NE","Always remember that striving and struggle precede success, even in the dictionary. Sarah Ban Breathnach",0
2862,"Lincoln, NE",I want her to get the first flagrant foul ever assessed in an LPS middle school game.,0
2863,"Lincoln, NE",LETS EAT,0
2864,"Lincoln, NE",Haha its a close one!!,0
2865,"Lincoln, NE","VB B-3 final: Waverly , Elkhorn North , set . Whitney Lauenstein leading balanced W attack with kills.",0
2866,Lincoln,Johnson has gone for a tricky shite?,0
2867,Lincoln,"Exactly, dont want him totally binning off but if he wishes to remain in the club in so",0
2868,"Lincoln, NE",I don't know how often I would run straight up the middle against Clemson,0
2869,Lincoln ,time warp sex ?,0
2870,"Lincoln, NE","EASILY the best Bond in my opinion, and one of the most charismatic action stars of all time.",0
2871,Lincoln,"Much needed Katie, big kudos to the team, performers and the",0
2872,Lincoln,,0
2873,Lincoln,Goes to show what he thinks of us. My anxiety is so high (as to what this means for visiting my son) and now kept w,0
2874,lincoln ,What are peoples Snapchat user names?,0
2875,"Lincoln, Nebraska",Just posted a photo Nitro Burger,0
2876,Lincoln,wasted a few chances if im honest. brennan johnson went close. not clinical enough imo,0
2877,Lincoln,Happy birthday Maureen. I hope you have a happy and healthy birthday,0
2878,Lincoln Nebraska,Making America Great ....,0
2879,"Lincoln, NE",Omg that one made me snort. I imagine they have no idea what to do with women who don't submit to bullying.,0
2880,"Lincoln, NE","Checking on right about now. Plenty of time left but by this point, I figured the Twitter feed wouldve g",0
2881,Lincoln NE USA,Thank you. Its little bit different now.Keep adding,0
2882,"Lincoln, NE",Me patiently waiting for what you cooked up on this Samhain.,0
2883,"Lincoln, NE",Pitt State Gorillas a perennial mascot powerhouse.,0
2884,Lincoln,"We loved it! Such a thoughtful, simple and just lovely conce",0
2885,"Lincoln, NE",Clemson,0
2886,"Lincoln, Nebraska",Shows he has talent and just needs the experience so the game slows down a bit for him.,0
2887,"Lincoln, NE",Illinois down to it's th string qb?,0
2888,Lincoln,is the year he's taking our life expectancy rates back to,0
2889,"Lincoln, NE",Pray without seizing.,0
2890,"Lincoln, NE",Happy Halloween yall,0
2891,"Lincoln, NE",Lol. I've been advocating for -500 years of outright matriarchy. Then we will have the data we,0
2892,Land of Lincoln ,Soo excited! No question Is going DOWN! BIGLY! Yugely!,0
2893,"Lincoln, NE",NEW!$500LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)Direct to: ANNA WISHART FOR LEGISLATURE2020-09-08B1AB Contributions,0
2894,"Lincoln, NE",My best friend from High School,0
2895,"Lincoln, NE","My point with socialism is if you want to force money places, t",0
2896,"Lincoln, NE","I agree with him, but can you imagine if Frost or Moos made this request? All national media would b",0
2897,Land of Lincoln,Party like its,0
2898,"Lincoln, NE",Same,0
2899,"Lincoln, NE",Fighting Illini get on the board. Purdue Illinois,0
2900,Lincoln,Another lacklustre day on the pitch unfortunately mate. Its a good thing its my team giving me the h,0
2901,"Lincoln, NE",So how is this any different than Scott Frost and Nebraska sticking up for their kids/players and fan,0
2902,"Lincoln, NE","Happy Halloween! I love The Addams Family movie so much, I figured it was time to make a collage about it.",0
2903,"Lincoln, NE",Illinois got *a lot* of third party help on that TD.,0
2904,"Lincoln, NE",BT Potter fg makes it -10 BC over Clemson,0
2905,"Lincoln, NE",I gotta be in fly outfit before I die,0
2906,Land of Lincoln,Lets go!!!,0
2907,Lincoln ,Just watching the Rugby! Be with us soon!!!,0
2908,Lincoln,These assholes,0
2909,Lincoln ,They cannot even do the press conference on time. Utter shambles.,0
2910,"Lincoln, NE",And after confronting the post they think that I think the baby is the problem here,0
2911,"Lincoln, NE",What a win by LSU to keep Sage Ryan home,0
2912,"Lincoln, NE",Its so ridiculous and he is so infuriating!! A pompous inhumane cardboard cutout of a human,0
2913,Lincoln,Right now it would just be best if the world combust,0
2914,Lincoln,Come on you selfish man. Weve got kids desperate to go trick or treating here. Hurry the chuff up!,0
2915,Lincoln,No I get that but for me the number of suicides job losses cancelled operation,0
2916,Lincoln,Nates had an absolutely grand day,0
2917,Lincoln,Love you so much you are my wifey for lifey,0
2918,"Lincoln, NE",spending my lunch break watching tik toks with my bf and eating chicken tenders,0
2919,Lincoln,"mate sorry shouldve used context, I do apologise chap x",0
2920,"Lincoln, NE",*who ugggh,0
2921,Lincoln,I get exactly what u mean n how you feel its bloody awful I hate who I've become x,0
2922,"Lincoln, NE",I can handle interceptions but these line of scrimmage bat downs are amateur af,0
2923,"Lincoln, NE",Ive literally been around people win have seen me make a burrito and theyre like I can tell you we,0
2924,"Lincoln, NE",I would rather have no more of any leader in government who puts profits and pr,0
2925,"Lincoln, NE",You actually cant have s*x with someone in the month of October unless they do the Time Warp first,0
2926,"Lincoln, NE",Fuck Halloween,0
2927,"Lincoln, NE",So youre saying the Christian thing to do is vote for the guy who separates kids from their paren,0
2928,Lincoln,Think that may fall down to it. Far be it for me to comment and say hes lost the dr,0
2929,"Lincoln, NE",Neighbors business partner has a verde mantis spec beautiful color I agree. I would choose arancio xant,0
2930,"Welton, Lincoln",Oh my gaawwwddddd definitely,0
2931,"Lincoln, NE",Does your countertops haunt you! Do your cabinet spook you! Go ahead and treat yourself to a new kitchen. Just a,0
2932,"Lincoln, NE",This is the C or D crew for sure.,0
2933,Land of Lincoln ,One of my favs! Still looking for my special purpose!,0
2934,"Lincoln, NE",Happy Birthday Christopher Yang!,0
2935,Lincoln,"Thought we were more dangerous when Hops went off; he was isolated. They were decent, but Montsma a",0
2936,"Lincoln, NE","Sigh. And a usc penalty on the same play. Cool, cool.",0
2937,"Lincoln, NE",You could try this site if you'd like to buy a pound of them...,0
2938,"Lincoln, NE",R.I.P. Sean Connery.,0
2939,"Lincoln, NE",I agree. Im starting to think this survey wasnt out together very well.,0
2940,"Omaha/Lincoln, NE",See I really enjoyed that game but I watched some content on it recently and i,0
2941,"Lincoln, NE",If you worship a politician youre mentally ill,0
2942,Lincoln,Beautiful stuff and loved it. Felt like an adventure. An,0
2943,"Lincoln, NE","If Nebraska created tension in the B1G this week, that's OK. Any organization should hope for members who take init",0
2944,Lincoln,"Aye, Im not in a headspace to be raging about it, but yeah, with all due respect to all parties...",0
2945,Lincoln,Congrats brother,0
2946,Lincoln,Perfect away performance from .Got the goal and then defended superbly. from a good start.,0
2947,"Lincoln, Nebraska","When it comes to Halloween looks, its safe to say that junior studio arts major Jaci Tubbs has a leg up on the com",0
2948,"Lincoln, NE","Some to you, Happy Halloween!",0
2949,"Lincoln, NE",guys would that be funny,0
2950,Lincoln,Hope this dream never ends! clean sheets wins in a row,0
2951,Lincoln,Going to have to cancel my direct debit to skybet...costing me a fortune.,0
2952,"Lincoln, NE",Raven had been wearing a rug in Maryland &amp; she arrived here without one shivering. It was abou,0
2953,Lincoln,Embarrassing when the government cant even show up on time to lock us all down,0
2954,"Lincoln, NE",Imagine watching anything but the Lope Show right now. Couldn't be me.,0
2955,"Lincoln, NE",Heres my favorite tshirt,0
2956,"Lincoln, NE","Frank comments from Bill Moos here to on Nebraska's relationship with the Big Ten, not being afraid",0
2957,"Lincoln, NE",Has it ever been done before?,0
2958,"Lincoln, NE",Thank you,0
2959,"Lincoln, NE","If blaming anything other than the business itself, thank the B",0
